Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Day,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
3AF0590,420590,433819,2,Leeds 2016,15/10/2016,Saturday,1050,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,60,Car
3AF0590,420590,433819,2,Leeds 2016,15/10/2016,Saturday,1050,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,56,Car
3AF0903,431832,435632,3,Leeds 2016,15/10/2016,Saturday,1414,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,55,Car
3AF0903,431832,435632,3,Leeds 2016,15/10/2016,Saturday,1414,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,25,Car
3AF0903,431832,435632,3,Leeds 2016,15/10/2016,Saturday,1414,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,45,Car
3AF1482,429255,438589,2,Leeds 2016,15/10/2016,Saturday,1906,A,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,52,Car
3AF1482,429255,438589,2,Leeds 2016,15/10/2016,Saturday,1906,A,Dry,Darkness street lights present and lit,Unknown,Passenger,Slight,Female,46,Car
3AF1482,429255,438589,2,Leeds 2016,15/10/2016,Saturday,1906,A,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Female,35,Car
3AF1482,429255,438589,2,Leeds 2016,15/10/2016,Saturday,1906,A,Dry,Darkness street lights present and lit,Unknown,Passenger,Slight,Female,47,Car
3AG0510,440606,448125,1,Leeds 2016,16/10/2016,Sunday,1200,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,85,Mobility Scooter
3AG0599,430218,434371,2,Leeds 2016,16/10/2016,Sunday,1039,A,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,23,Car
3AG0599,430218,434371,2,Leeds 2016,16/10/2016,Sunday,1039,A,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,22,Car
3AG0599,430218,434371,2,Leeds 2016,16/10/2016,Sunday,1039,A,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Female,51,Car
3AG0599,430218,434371,2,Leeds 2016,16/10/2016,Sunday,1039,A,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Serious,Female,53,Car
3AG1321,421708,435106,2,Leeds 2016,16/10/2016,Sunday,1735,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,49,Pedal cycle
3AH0238,428427,428662,3,Leeds 2016,17/10/2016,Monday,830,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,33,Car
3AH1012,435318,439376,1,Leeds 2016,17/10/2016,Monday,1615,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,65,Bus or coach (17 or more passenger seats)
3AI0424,422723,437829,1,Leeds 2016,18/10/2016,Tuesday,1026,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,75,Car
3AI0512,429961,431811,2,Leeds 2016,18/10/2016,Tuesday,1131,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
3AI0999,424139,428159,2,Leeds 2016,18/10/2016,Tuesday,1610,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,25,Car
3AI0999,424139,428159,2,Leeds 2016,18/10/2016,Tuesday,1610,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
3AI1210,426046,428250,2,Leeds 2016,18/10/2016,Tuesday,1610,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,30,Goods vehicle 3.5 tonnes mgw and under
3AJ0450,429776,438891,2,Leeds 2016,19/10/2016,Wednesday,1440,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,24,Car
3AJ0508,440117,439660,2,Leeds 2016,19/10/2016,Wednesday,1150,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,34,Car
3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,Saturday,1420,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,29,Car
3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,Saturday,1420,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,11,Car
3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,Saturday,1420,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,8,Car
3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,Saturday,1420,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
3AJ0978,428896,425982,4,Leeds 2016,19/10/2016,Wednesday,1545,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,38,Car
3AJ0978,428896,425982,4,Leeds 2016,19/10/2016,Wednesday,1545,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,35,Car
3AJ1322,427421,435989,2,Leeds 2016,19/10/2016,Wednesday,1900,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
3AJ1419,432548,434901,1,Leeds 2016,19/10/2016,Wednesday,1946,Unclassified,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,13,Car
3AJ1442,432437,433773,2,Leeds 2016,19/10/2016,Wednesday,1958,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Pedal cycle
3AK0298,431805,435832,2,Leeds 2016,20/10/2016,Thursday,800,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
3AK0298,431805,435832,2,Leeds 2016,20/10/2016,Thursday,800,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,27,Car
3AK0298,431805,435832,2,Leeds 2016,20/10/2016,Thursday,800,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
3AK0502,434070,428866,1,Leeds 2016,20/10/2016,Thursday,700,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,36,Car
3AK0616,428129,430352,2,Leeds 2016,20/10/2016,Thursday,645,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
3AK0900,429663,433431,1,Leeds 2016,20/10/2016,Thursday,1115,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,47,Bus or coach (17 or more passenger seats)
3AK1016,426433,433303,2,Leeds 2016,20/10/2016,Thursday,1527,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,26,Car
3AK1016,426433,433303,2,Leeds 2016,20/10/2016,Thursday,1527,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,30,Car
3AK1051,427915,430175,3,Leeds 2016,20/10/2016,Thursday,1559,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,31,Car
3AK1051,427915,430175,3,Leeds 2016,20/10/2016,Thursday,1559,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
3AK1051,427915,430175,3,Leeds 2016,20/10/2016,Thursday,1559,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,30,Car
3AK1051,427915,430175,3,Leeds 2016,20/10/2016,Thursday,1559,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
3AK1157,431847,427707,1,Leeds 2016,20/10/2016,Thursday,1640,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Pedestrian,Serious,Male,15,Car
3AK1380,431896,434951,2,Leeds 2016,20/10/2016,Thursday,1830,Unclassified,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car
3AK1641,433290,434051,2,Leeds 2016,20/10/2016,Thursday,2035,A,Dry,Darkness street lights present and lit,Unknown,Driver,Serious,Male,37,Pedal cycle
3AL0193,425213,437870,2,Leeds 2016,21/10/2016,Friday,709,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,59,Car
3AL0206,429826,434396,2,Leeds 2016,21/10/2016,Friday,720,A(M),Dry,Daylight street lights present,Unknown,Driver,Slight,Male,30,Car
3AL0251,433863,429534,2,Leeds 2016,21/10/2016,Friday,815,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,35,Motorcycle over 500cc
3AL0691,428534,434285,2,Leeds 2016,20/10/2016,Thursday,1840,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
3AL0691,428534,434285,2,Leeds 2016,20/10/2016,Thursday,1840,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,63,Bus or coach (17 or more passenger seats)
3AL0691,428534,434285,2,Leeds 2016,20/10/2016,Thursday,1840,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,72,Bus or coach (17 or more passenger seats)
3AL1264,430250,433231,1,Leeds 2016,21/10/2016,Friday,1740,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Taxi or Private hire car
3AL1893,436133,435578,1,Leeds 2016,21/10/2016,Friday,2255,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
3AM0599,429892,433800,1,Leeds 2016,22/10/2016,Saturday,1120,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,71,Pedal cycle
3AM1126,429655,433381,2,Leeds 2016,22/10/2016,Saturday,1618,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
3AM1209,432570,428094,2,Leeds 2016,22/10/2016,Saturday,1700,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,47,Car
3AM1209,432570,428094,2,Leeds 2016,22/10/2016,Saturday,1700,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
3AM1209,432570,428094,2,Leeds 2016,22/10/2016,Saturday,1700,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,47,Car
3AM1209,432570,428094,2,Leeds 2016,22/10/2016,Saturday,1700,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,11,Car
3AM1209,432570,428094,2,Leeds 2016,22/10/2016,Saturday,1700,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
3AM1263,435801,426891,2,Leeds 2016,22/10/2016,Saturday,1650,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,45,Car
3AM1263,435801,426891,2,Leeds 2016,22/10/2016,Saturday,1650,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,36,Car
3AM1372,428463,431349,2,Leeds 2016,22/10/2016,Saturday,1830,A,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Driver,Slight,Male,23,Car
3AM1372,428463,431349,2,Leeds 2016,22/10/2016,Saturday,1830,A,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Driver,Slight,Male,34,Car
3AM1609,419828,440701,2,Leeds 2016,22/10/2016,Saturday,2045,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Car
3AN0678,417877,443330,2,Leeds 2016,23/10/2016,Sunday,1145,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,39,Pedal cycle
3AN0822,422771,428675,2,Leeds 2016,23/10/2016,Sunday,1321,B,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,77,Car
3AN1034,419960,434130,4,Leeds 2016,23/10/2016,Sunday,1516,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,25,Car
3AN1034,419960,434130,4,Leeds 2016,23/10/2016,Sunday,1516,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,27,Car
3AN1034,419960,434130,4,Leeds 2016,23/10/2016,Sunday,1516,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,66,Car
3AN1034,419960,434130,4,Leeds 2016,23/10/2016,Sunday,1516,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,38,Car
3AN1036,430587,425741,2,Leeds 2016,23/10/2016,Sunday,1518,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,20,Car
3AN1449,429237,438605,2,Leeds 2016,23/10/2016,Sunday,1845,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
3AN1449,429237,438605,2,Leeds 2016,23/10/2016,Sunday,1845,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,42,Car
3AN1449,429237,438605,2,Leeds 2016,23/10/2016,Sunday,1845,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Car
3AO0327,428686,434950,2,Leeds 2016,24/10/2016,Monday,900,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
3AO0549,427844,430860,1,Leeds 2016,24/10/2016,Monday,910,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
3AO0549,427844,430860,1,Leeds 2016,24/10/2016,Monday,910,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Male,1,Bus or coach (17 or more passenger seats)
3AO0750,430716,435010,2,Leeds 2016,24/10/2016,Monday,1342,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,19,Taxi or Private hire car
3AO0993,428601,432822,2,Leeds 2016,24/10/2016,Monday,1538,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,30,Car
3AO0993,428601,432822,2,Leeds 2016,24/10/2016,Monday,1538,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,26,Car
3AO1002,424929,427641,2,Leeds 2016,22/10/2016,Saturday,1430,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,29,Car
3AO1097,433877,436496,1,Leeds 2016,24/10/2016,Monday,1625,Unclassified,Dry,Daylight street lights present,Unknown,Pedestrian,Slight,Male,18,Motorcycle over 125cc and up to 500cc
3AO1221,431450,435578,2,Leeds 2016,24/10/2016,Monday,1715,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
3AO1221,431450,435578,2,Leeds 2016,24/10/2016,Monday,1715,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,30,Car
3AP0255,432177,434627,2,Leeds 2016,25/10/2016,Tuesday,702,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,37,Pedal cycle
3AP0288,428629,434184,2,Leeds 2016,25/10/2016,Tuesday,715,Unclassified,Wet or Damp,Daylight street lights present,Unknown,Driver,Serious,Male,34,Pedal cycle
3AP0995,430833,434014,2,Leeds 2016,25/10/2016,Tuesday,1557,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,51,Pedal cycle
3AP1308,430222,434406,2,Leeds 2016,25/10/2016,Tuesday,1821,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
3AP1417,431885,434905,1,Leeds 2016,25/10/2016,Tuesday,1630,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Goods vehicle 3.5 tonnes mgw and under
3AQ0302,436233,434285,2,Leeds 2016,26/10/2016,Wednesday,835,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,34,Pedal cycle
3AQ0489,430576,433446,1,Leeds 2016,26/10/2016,Wednesday,1115,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,48,Bus or coach (17 or more passenger seats)
3AQ0622,428674,434618,2,Leeds 2016,26/10/2016,Wednesday,1251,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Car
3AQ0622,428674,434618,2,Leeds 2016,26/10/2016,Wednesday,1251,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,6,Car
3AQ0775,442390,445860,2,Leeds 2016,26/10/2016,Wednesday,1408,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,27,Car
3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,Wednesday,1514,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,34,Car
3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,Wednesday,1514,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,Wednesday,1514,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,13,Car
3AQ1178,429255,435644,1,Leeds 2016,26/10/2016,Wednesday,1710,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Taxi or Private hire car
3AQ1413,431253,437843,1,Leeds 2016,26/10/2016,Wednesday,1850,Unclassified,Dry,Darkness street lighting unknown,Unknown,Driver,Slight,Female,29,Car
3AQ1464,436173,434517,2,Leeds 2016,26/10/2016,Wednesday,1755,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,68,Bus or coach (17 or more passenger seats)
3AQ1580,420965,434367,2,Leeds 2016,26/10/2016,Wednesday,1700,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,40,Car
3AR1122,429826,432960,2,Leeds 2016,27/10/2016,Thursday,1635,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,53,Pedal cycle
3AR1181,427519,433839,2,Leeds 2016,27/10/2016,Thursday,1700,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Motorcycle over 500cc
3AR1229,431624,426417,2,Leeds 2016,27/10/2016,Thursday,1730,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,61,Car
3AR1956,428044,435069,2,Leeds 2016,27/10/2016,Thursday,2335,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
3AR1956,428044,435069,2,Leeds 2016,27/10/2016,Thursday,2335,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,38,Car
3AR1956,428044,435069,2,Leeds 2016,27/10/2016,Thursday,2335,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
